"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",32,0,8,10,2,39,3079,0.05,0.00,8,10,12,14,22,25,39,39,39,39,39,39
"POST","/",32,0,250,380,162,1083,2524,0.05,0.00,260,330,530,630,810,1000,1100,1100,1100,1100,1100,1100
"GET","/analysis.html",6,0,46,68,11,204,52059,0.01,0.00,58,58,60,60,200,200,200,200,200,200,200,200
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",3,0,132000,91163,7860,134101,6914762,0.01,0.00,132000,132000,134000,134000,134000,134000,134000,134000,134000,134000,134000,134000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",3,0,7900,49598,6465,134445,3512018,0.01,0.00,7900,7900,134000,134000,134000,134000,134000,134000,134000,134000,134000,134000
"GET","/compare.html",6,0,24,33,20,59,108023,0.01,0.00,25,25,46,46,59,59,59,59,59,59,59,59
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",1,0,136768,136768,136768,136768,13911284,0.00,0.00,137000,137000,137000,137000,137000,137000,137000,137000,137000,137000,137000,137000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",5,0,14000,60650,6389,135780,14042800,0.01,0.00,14000,135000,135000,136000,136000,136000,136000,136000,136000,136000,136000,136000
"GET","/measure.html",20,0,20,35,11,83,46273,0.03,0.00,21,58,61,61,74,83,83,83,83,83,83,83
"POST","/measureResults.html",20,0,112000,75947,2673,134961,2268337,0.03,0.00,114000,134000,134000,134000,135000,135000,135000,135000,135000,135000,135000,135000
"GET","/movers.html",15,0,45,41,8,48,3745,0.03,0.00,45,46,47,47,48,48,48,48,48,48,48,48
"POST","/moversResult.html",15,0,94000,93533,19879,207699,15713,0.03,0.00,94000,94000,94000,95000,120000,208000,208000,208000,208000,208000,208000,208000
"GET","/prediction.html",3,0,10,10,8,13,40373,0.01,0.00,10,10,13,13,13,13,13,13,13,13,13,13
"POST","/predictionResult.html",3,0,143062,143487,143062,144023,333393,0.01,0.00,143000,143000,144000,144000,144000,144000,144000,144000,144000,144000,144000,144000
"None","Aggregated",164,0,160,25787,2,207699,1001529,0.28,0.00,170,640,7900,92000,132000,135000,143000,144000,208000,208000,208000,208000
