"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",32,0,73,122,3,657,3079,0.05,0.00,82,110,160,200,270,440,660,660,660,660,660,660
"POST","/",32,0,420,523,164,1538,2524,0.05,0.00,430,570,670,710,890,1200,1500,1500,1500,1500,1500,1500
"GET","/analysis.html",3,0,45,48,42,57,52059,0.01,0.00,45,45,57,57,57,57,57,57,57,57,57,57
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",2,0,172427,173410,172427,174394,6914762,0.00,0.00,174000,174000,174000,174000,174000,174000,174000,174000,174000,174000,174000,174000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",1,0,2798,2798,2798,2798,3512018,0.00,0.00,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800
"GET","/compare.html",13,0,58,168,22,598,108023,0.02,0.00,58,270,280,340,390,600,600,600,600,600,600,600
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",4,0,179000,137217,6338,181704,13911284,0.01,0.00,181000,181000,182000,182000,182000,182000,182000,182000,182000,182000,182000,182000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",6,0,174000,125533,5172,178818,14042800,0.01,0.00,176000,176000,177000,177000,179000,179000,179000,179000,179000,179000,179000,179000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",3,0,12000,60393,6249,163268,2422313,0.01,0.00,12000,12000,163000,163000,163000,163000,163000,163000,163000,163000,163000,163000
"GET","/measure.html",18,0,48,108,16,441,46273,0.03,0.00,59,61,88,190,400,440,440,440,440,440,440,440
"POST","/measureResults.html",18,0,98000,81191,2620,174291,1958625,0.03,0.00,104000,118000,139000,172000,174000,174000,174000,174000,174000,174000,174000,174000
"GET","/movers.html",17,0,50,56,8,191,3745,0.03,0.00,50,51,59,59,79,190,190,190,190,190,190,190
"POST","/moversResult.html",17,0,52000,44256,14235,124830,16044,0.03,0.00,52000,56000,56000,57000,72000,125000,125000,125000,125000,125000,125000,125000
"GET","/prediction.html",6,0,29,67,11,175,40373,0.01,0.00,65,65,110,110,180,180,180,180,180,180,180,180
"POST","/predictionResult.html",6,0,185000,127482,6007,192385,325192,0.01,0.00,186000,186000,189000,189000,192000,192000,192000,192000,192000,192000,192000,192000
"None","Aggregated",178,0,280,27179,3,192385,1150944,0.30,0.00,320,890,6300,43000,163000,177000,185000,189000,192000,192000,192000,192000
