"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",2,0,11,14,11,17,3079,0.00,0.00,17,17,17,17,17,17,17,17,17,17,17,17
"POST","/",2,0,170,189,168,210,2524,0.00,0.00,210,210,210,210,210,210,210,210,210,210,210,210
"GET","/analysis.html",1,0,39,39,39,39,52059,0.00,0.00,39,39,39,39,39,39,39,39,39,39,39,39
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,0,3539,3539,3539,3539,658134,0.00,0.00,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
"GET","/compare.html",1,0,23,23,23,23,108023,0.00,0.00,23,23,23,23,23,23,23,23,23,23,23,23
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",1,0,5650,5650,5650,5650,13911284,0.00,0.00,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700
"GET","/measure.html",1,0,16,16,16,16,46273,0.00,0.00,16,16,16,16,16,16,16,16,16,16,16,16
"POST","/measureResults.html",1,0,2748,2748,2748,2748,3421747,0.00,0.00,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
"GET","/prediction.html",1,0,23,23,23,23,40373,0.00,0.00,23,23,23,23,23,23,23,23,23,23,23,23
"POST","/predictionResult.html",1,0,7736,7736,7736,7736,316064,0.00,0.00,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700
"None","Aggregated",12,0,39,1682,11,7736,1547096,0.02,0.00,170,210,3500,3500,5700,7700,7700,7700,7700,7700,7700,7700
