"Type","Name","Timestamp","# requests","# failures","Requests/s","Requests Failed/s","Median response time","Average response time","Min response time","Max response time","Average Content Size","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"None","Aggregated","1592016860",22,0,0.00,0.00,12,66,2,199.69,15050.23,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592016862",48,0,1.00,0.00,13,69,2,233.68,16956.33,16,160,170,170,200,200,230,230,230,230,230,230
"None","Aggregated","1592016864",48,0,1.00,0.00,13,69,2,233.68,16956.33,16,160,170,170,200,200,230,230,230,230,230,230
"None","Aggregated","1592016866",48,0,1.00,0.00,13,69,2,233.68,16956.33,16,160,170,170,200,200,230,230,230,230,230,230
"None","Aggregated","1592016868",48,0,1.00,0.00,13,69,2,233.68,16956.33,16,160,170,170,200,200,230,230,230,230,230,230
"None","Aggregated","1592016870",48,0,1.00,0.00,13,69,2,233.68,16956.33,18,160,170,180,200,210,230,230,230,230,230,230
"None","Aggregated","1592016872",48,0,1.00,0.00,13,69,2,233.68,16956.33,190,190,190,190,190,190,190,190,190,190,190,190
"None","Aggregated","1592016874",48,0,1.00,0.00,13,69,2,233.68,16956.33,190,190,190,190,190,190,190,190,190,190,190,190
"None","Aggregated","1592016876",48,0,1.00,0.00,13,69,2,233.68,16956.33,190,190,190,190,190,190,190,190,190,190,190,190
"None","Aggregated","1592016879",48,0,1.00,0.00,13,69,2,233.68,16956.33,190,190,190,190,190,190,190,190,190,190,190,190
"None","Aggregated","1592016881",48,0,1.00,0.00,13,69,2,233.68,16956.33,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592016883",48,0,1.00,0.00,13,69,2,233.68,16956.33,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592016885",48,0,1.00,0.00,13,69,2,233.68,16956.33,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1592016887",48,0,1.00,0.00,13,69,2,233.68,16956.33,0,0,0,0,0,0,0,0,0,0,0,0
