"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",256,27,2700,2970,1,9177,2754,0.43,0.04,2700,3500,4200,4500,5800,6600,7900,8200,9200,9200,9200,9200
"POST","/",229,18,3500,4198,599,14952,2325,0.38,0.03,3500,4600,5500,6200,7900,9200,11000,12000,15000,15000,15000,15000
"GET","/analysis.html",35,16,610,989,3,3905,28260,0.06,0.03,610,1400,1900,2100,2400,3300,3900,3900,3900,3900,3900,3900
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",9,9,29000,25120,7253,45536,0,0.01,0.01,29000,29000,33000,34000,46000,46000,46000,46000,46000,46000,46000,46000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",8,8,32000,34754,7652,56686,0,0.01,0.01,34000,45000,48000,48000,57000,57000,57000,57000,57000,57000,57000,57000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,2,20060,25957,20060,31854,0,0.00,0.00,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000
"GET","/compare.html",62,28,410,880,3,6651,59238,0.10,0.05,480,950,1200,1500,2400,3300,4300,6700,6700,6700,6700,6700
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",18,18,27000,27295,4050,54674,0,0.03,0.03,27000,29000,30000,31000,54000,55000,55000,55000,55000,55000,55000,55000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",11,11,26000,30051,9514,58594,0,0.02,0.02,26000,33000,42000,42000,44000,59000,59000,59000,59000,59000,59000,59000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",5,5,27000,30435,19673,51337,0,0.01,0.01,27000,32000,32000,51000,51000,51000,51000,51000,51000,51000,51000,51000
"GET","/measure.html",131,50,700,1155,2,5536,28612,0.22,0.08,700,1400,2000,2300,3000,3500,4900,5000,5500,5500,5500,5500
"POST","/measureResults.html",81,81,30000,29274,2825,57263,0,0.13,0.13,30000,33000,36000,41000,48000,54000,56000,57000,57000,57000,57000,57000
"GET","/movers.html",78,34,560,1047,1,6187,2112,0.13,0.06,640,1000,1500,2100,2800,4200,6100,6200,6200,6200,6200,6200
"POST","/moversResult.html",44,44,31000,28549,3519,59158,0,0.07,0.07,31000,32000,33000,34000,48000,52000,59000,59000,59000,59000,59000,59000
"GET","/prediction.html",42,15,680,921,3,4295,25954,0.07,0.02,710,1200,1400,1600,1900,3100,4300,4300,4300,4300,4300,4300
"POST","/predictionResult.html",27,27,29000,27611,3546,56035,0,0.04,0.04,29000,30000,31000,34000,52000,54000,56000,56000,56000,56000,56000,56000
"None","Aggregated",1038,393,2700,7693,1,59158,10503,1.73,0.65,2800,4300,6200,8200,29000,34000,49000,54000,59000,59000,59000,59000
