"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",16,0,3,6,2,13,3079,0.03,0.00,6,9,10,10,12,13,13,13,13,13,13,13
"POST","/",16,0,180,193,162,294,2524,0.03,0.00,180,180,190,190,280,290,290,290,290,290,290,290
"GET","/analysis.html",1,0,11,11,11,11,52059,0.00,0.00,11,11,11,11,11,11,11,11,11,11,11,11
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",1,0,58499,58499,58499,58499,3512018,0.00,0.00,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000
"GET","/compare.html",7,0,20,37,17,140,108023,0.01,0.00,20,20,23,23,140,140,140,140,140,140,140,140
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",4,0,8200,38508,6191,71317,13911284,0.01,0.00,68000,68000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",2,0,6447,38566,6447,70685,14042800,0.00,0.00,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",1,0,6044,6044,6044,6044,2422313,0.00,0.00,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
"GET","/measure.html",8,0,13,23,11,59,46273,0.01,0.00,13,16,45,45,59,59,59,59,59,59,59,59
"POST","/measureResults.html",8,0,58000,43584,2970,61004,1366503,0.01,0.00,59000,60000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
"GET","/movers.html",6,0,43,46,43,51,3745,0.01,0.00,44,44,48,48,51,51,51,51,51,51,51,51
"POST","/moversResult.html",6,0,38000,37559,36206,38443,16057,0.01,0.00,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
"GET","/prediction.html",1,0,9,9,9,9,40373,0.00,0.00,9,9,9,9,9,9,9,9,9,9,9,9
"POST","/predictionResult.html",1,0,74393,74393,74393,74393,361900,0.00,0.00,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
"None","Aggregated",78,0,140,12154,2,74393,1312644,0.13,0.00,160,190,6200,37000,59000,68000,71000,74000,74000,74000,74000,74000
