"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",128,0,12,19,2,110,3079,0.21,0.00,12,18,27,33,45,59,85,86,110,110,110,110
"POST","/",128,26,1900,3768,163,11729,34906,0.21,0.04,1900,4300,7700,8700,9800,11000,11000,12000,12000,12000,12000,12000
"GET","/analysis.html",18,0,51,867,11,4646,52059,0.03,0.00,61,870,1300,1700,3500,4600,4600,4600,4600,4600,4600,4600
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",1,0,558988,558988,558988,558988,6914762,0.00,0.00,559000,559000,559000,559000,559000,559000,559000,559000,559000,559000,559000,559000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",3,0,410000,409533,403179,415841,658134,0.01,0.00,410000,410000,416000,416000,416000,416000,416000,416000,416000,416000,416000,416000
"GET","/compare.html",26,0,460,1261,19,4186,108023,0.04,0.00,800,2200,2600,2900,3200,3300,4200,4200,4200,4200,4200,4200
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",3,0,446000,324928,54519,474178,2422313,0.01,0.00,446000,446000,474000,474000,474000,474000,474000,474000,474000,474000,474000,474000
"GET","/measure.html",53,0,59,880,12,6857,46273,0.09,0.00,59,550,1700,2100,2600,3000,3500,6900,6900,6900,6900,6900
"POST","/measureResults.html",15,3,393000,320957,7035,414687,130208,0.03,0.01,393000,400000,409000,409000,412000,415000,415000,415000,415000,415000,415000,415000
"GET","/movers.html",31,0,82,840,43,3331,3745,0.05,0.00,82,780,1700,1900,3000,3300,3300,3300,3300,3300,3300,3300
"POST","/moversResult.html",31,0,290000,326324,21476,523651,15867,0.05,0.00,290000,296000,422000,454000,491000,523000,524000,524000,524000,524000,524000,524000
"GET","/prediction.html",12,0,20,251,7,1474,40373,0.02,0.00,28,30,110,110,1200,1500,1500,1500,1500,1500,1500,1500
"None","Aggregated",449,29,260,40761,2,558988,67398,0.75,0.05,260,1700,3200,7000,274000,391000,454000,491000,559000,559000,559000,559000
