"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",64,0,260,535,2,2060,3079,0.11,0.00,340,760,980,1100,1400,1500,1900,2100,2100,2100,2100,2100
"POST","/",64,0,1400,1394,165,4164,2524,0.11,0.00,1400,1900,2300,2500,2800,3600,3900,4200,4200,4200,4200,4200
"GET","/analysis.html",11,0,61,178,30,844,52059,0.02,0.00,61,120,230,230,460,840,840,840,840,840,840,840
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",3,0,178000,151361,72050,204483,6914762,0.00,0.00,178000,178000,204000,204000,204000,204000,204000,204000,204000,204000,204000,204000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",7,0,280000,230997,137513,289859,3512018,0.01,0.00,280000,282000,288000,288000,290000,290000,290000,290000,290000,290000,290000,290000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,0,216323,216323,216323,216323,658134,0.00,0.00,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000
"GET","/compare.html",13,0,260,449,22,1010,108023,0.02,0.00,260,770,910,950,970,1000,1000,1000,1000,1000,1000,1000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",7,0,292000,291979,285015,299819,13911284,0.01,0.00,292000,296000,296000,296000,300000,300000,300000,300000,300000,300000,300000,300000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",4,0,284000,215494,7105,287145,14042800,0.01,0.00,284000,284000,287000,287000,287000,287000,287000,287000,287000,287000,287000,287000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",2,0,6035,121998,6035,237960,2422313,0.00,0.00,238000,238000,238000,238000,238000,238000,238000,238000,238000,238000,238000,238000
"GET","/measure.html",31,0,100,434,15,1377,46273,0.05,0.00,100,710,760,790,1000,1300,1400,1400,1400,1400,1400,1400
"POST","/measureResults.html",31,0,208000,183010,2827,290309,1935011,0.05,0.00,208000,214000,279000,282000,284000,288000,290000,290000,290000,290000,290000,290000
"GET","/movers.html",20,0,420,393,3,1018,3745,0.03,0.00,480,680,700,730,850,1000,1000,1000,1000,1000,1000,1000
"POST","/moversResult.html",20,0,239000,179564,16404,263791,16042,0.03,0.00,240000,247000,254000,254000,258000,264000,264000,264000,264000,264000,264000,264000
"GET","/prediction.html",5,0,24,218,12,895,40373,0.01,0.00,24,150,150,900,900,900,900,900,900,900,900,900
"POST","/predictionResult.html",5,0,296000,190885,6347,307492,334753,0.01,0.00,296000,306000,306000,307000,307000,307000,307000,307000,307000,307000,307000,307000
"None","Aggregated",288,0,860,54895,2,307492,938917,0.48,0.00,860,2200,16000,166000,258000,286000,296000,300000,307000,307000,307000,307000
