"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",8,0,4,9,2,25,3079,0.01,0.00,8,11,15,15,25,25,25,25,25,25,25,25
"POST","/",8,0,190,200,162,246,2524,0.01,0.00,200,220,230,230,250,250,250,250,250,250,250,250
"GET","/analysis.html",3,0,16,21,16,33,52059,0.01,0.00,16,16,33,33,33,33,33,33,33,33,33,33
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",2,0,2747,15113,2747,27479,6914762,0.00,0.00,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",1,0,31281,31281,31281,31281,3512018,0.00,0.00,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000
"GET","/compare.html",4,0,22,31,17,54,108023,0.01,0.00,29,29,54,54,54,54,54,54,54,54,54,54
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",3,0,36000,26173,5439,37111,13911284,0.01,0.00,36000,36000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",1,0,5952,5952,5952,5952,14042800,0.00,0.00,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
"GET","/measure.html",1,0,27,27,27,27,46273,0.00,0.00,27,27,27,27,27,27,27,27,27,27,27,27
"POST","/measureResults.html",1,0,31106,31106,31106,31106,133331,0.00,0.00,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000
"GET","/movers.html",4,0,47,49,43,55,3745,0.01,0.00,51,51,55,55,55,55,55,55,55,55,55,55
"POST","/moversResult.html",4,0,18000,18423,16911,20275,16036,0.01,0.00,19000,19000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
"GET","/prediction.html",2,0,7,33,7,60,40373,0.00,0.00,60,60,60,60,60,60,60,60,60,60,60,60
"POST","/predictionResult.html",2,0,6700,23332,6685,39980,319234,0.00,0.00,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
"None","Aggregated",44,0,60,6809,2,39980,1698391,0.07,0.00,160,250,6700,18000,31000,36000,40000,40000,40000,40000,40000,40000
