"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",16,0,60,109,8,633,3079,0.03,0.00,70,82,110,110,250,630,630,630,630,630,630,630
"POST","/",16,0,430,390,166,570,2524,0.03,0.00,430,480,510,510,520,570,570,570,570,570,570,570
"GET","/compare.html",6,0,33,136,17,466,108023,0.01,0.00,140,140,150,150,470,470,470,470,470,470,470,470
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",3,0,65000,47664,5524,72482,13911284,0.01,0.00,65000,65000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",3,0,71000,49696,6063,72316,14042800,0.01,0.00,71000,71000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
"GET","/measure.html",10,0,47,45,16,75,46273,0.02,0.00,58,58,59,60,75,75,75,75,75,75,75,75
"POST","/measureResults.html",10,0,7100,28064,2663,55179,2103976,0.02,0.00,50000,51000,53000,53000,55000,55000,55000,55000,55000,55000,55000,55000
"GET","/movers.html",5,0,110,96,50,123,3745,0.01,0.00,110,120,120,120,120,120,120,120,120,120,120,120
"POST","/moversResult.html",5,0,78000,67921,19267,85481,16035,0.01,0.00,78000,83000,83000,85000,85000,85000,85000,85000,85000,85000,85000,85000
"GET","/prediction.html",5,0,26,36,12,69,40373,0.01,0.00,26,51,51,69,69,69,69,69,69,69,69,69
"POST","/predictionResult.html",5,0,7400,37590,6385,83840,335087,0.01,0.00,7400,84000,84000,84000,84000,84000,84000,84000,84000,84000,84000,84000
"None","Aggregated",84,0,200,13217,8,85481,1286651,0.17,0.00,250,520,6100,7400,71000,78000,84000,85000,85000,85000,85000,85000
