"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",64,0,110,157,2,1129,3079,0.11,0.00,110,160,190,200,260,300,1100,1100,1100,1100,1100,1100
"POST","/",64,0,2100,1850,164,3862,2524,0.11,0.00,2100,2400,2700,2800,3000,3300,3400,3900,3900,3900,3900,3900
"GET","/analysis.html",11,0,26,253,16,1624,52059,0.02,0.00,26,58,88,88,830,1600,1600,1600,1600,1600,1600,1600
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",5,0,204000,195829,10066,324596,6914762,0.01,0.00,204000,324000,324000,325000,325000,325000,325000,325000,325000,325000,325000,325000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",4,0,212000,215025,2504,323607,3512018,0.01,0.00,322000,322000,324000,324000,324000,324000,324000,324000,324000,324000,324000,324000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,0,71000,148109,70657,225560,658134,0.00,0.00,226000,226000,226000,226000,226000,226000,226000,226000,226000,226000,226000,226000
"GET","/compare.html",13,0,79,147,23,955,108023,0.02,0.00,79,91,98,130,140,960,960,960,960,960,960,960
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",5,0,331000,330496,328588,331587,13911284,0.01,0.00,331000,331000,331000,332000,332000,332000,332000,332000,332000,332000,332000,332000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",7,0,330000,249126,21951,331888,14042800,0.01,0.00,330000,331000,331000,331000,332000,332000,332000,332000,332000,332000,332000,332000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",1,0,295688,295688,295688,295688,2422313,0.00,0.00,296000,296000,296000,296000,296000,296000,296000,296000,296000,296000,296000,296000
"GET","/measure.html",31,0,35,45,12,120,46273,0.05,0.00,35,46,58,58,81,120,120,120,120,120,120,120
"POST","/measureResults.html",31,0,221000,213221,2706,325592,2253349,0.05,0.00,221000,311000,321000,322000,323000,325000,326000,326000,326000,326000,326000,326000
"GET","/movers.html",18,0,51,62,7,141,3745,0.03,0.00,51,55,67,77,100,140,140,140,140,140,140,140
"POST","/moversResult.html",16,0,174000,164866,15379,179787,16030,0.03,0.00,175000,176000,179000,179000,179000,180000,180000,180000,180000,180000,180000,180000
"GET","/prediction.html",12,0,53,303,7,2041,40373,0.02,0.00,57,67,95,95,1200,2000,2000,2000,2000,2000,2000,2000
"POST","/predictionResult.html",12,0,141000,204213,6259,356527,335707,0.02,0.00,349000,351000,355000,355000,355000,357000,357000,357000,357000,357000,357000,357000
"None","Aggregated",296,0,460,59679,2,356527,1009044,0.50,0.00,460,2500,12000,172000,316000,330000,349000,355000,357000,357000,357000,357000
