"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",64,0,3,5,2,16,3079,0.11,0.00,3,6,9,10,11,12,13,16,16,16,16,16
"POST","/",64,0,180,184,162,255,2524,0.11,0.00,180,190,200,200,200,210,230,260,260,260,260,260
"GET","/analysis.html",10,0,11,17,10,58,52059,0.02,0.00,11,11,14,21,58,58,58,58,58,58,58,58
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",7,0,306000,262909,2821,308481,6914762,0.01,0.00,306000,307000,308000,308000,308000,308000,308000,308000,308000,308000,308000,308000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",3,0,305000,305182,304061,306217,3512018,0.01,0.00,305000,305000,306000,306000,306000,306000,306000,306000,306000,306000,306000,306000
"GET","/compare.html",17,0,19,22,17,41,108023,0.03,0.00,19,23,24,26,31,41,41,41,41,41,41,41
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",8,0,310000,236517,5720,317713,13911284,0.01,0.00,312000,313000,317000,317000,318000,318000,318000,318000,318000,318000,318000,318000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",5,0,314000,313912,310176,317892,14042800,0.01,0.00,314000,317000,317000,318000,318000,318000,318000,318000,318000,318000,318000,318000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",4,0,7300,67247,7252,246532,2422313,0.01,0.00,7900,7900,247000,247000,247000,247000,247000,247000,247000,247000,247000,247000
"GET","/measure.html",23,0,14,19,11,73,46273,0.04,0.00,14,16,16,17,21,62,73,73,73,73,73,73
"POST","/measureResults.html",23,0,304000,239612,3135,311490,2417676,0.04,0.00,304000,306000,307000,308000,308000,309000,311000,311000,311000,311000,311000,311000
"GET","/movers.html",19,0,47,89,43,865,3745,0.03,0.00,47,47,48,50,51,870,870,870,870,870,870,870
"POST","/moversResult.html",18,0,266000,233944,18083,288628,15749,0.03,0.00,273000,275000,277000,278000,286000,289000,289000,289000,289000,289000,289000,289000
"GET","/prediction.html",10,0,9,21,7,68,40373,0.02,0.00,10,17,20,56,68,68,68,68,68,68,68,68
"POST","/predictionResult.html",10,0,328000,264865,6188,336311,335393,0.02,0.00,329000,329000,330000,333000,336000,336000,336000,336000,336000,336000,336000,336000
"None","Aggregated",285,0,160,66219,2,336311,1100461,0.50,0.00,160,200,6600,247000,306000,312000,328000,330000,336000,336000,336000,336000
