"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",256,0,1200,1844,13,7162,3079,0.45,0.00,1200,2200,2700,3200,4700,5200,6100,6700,7200,7200,7200,7200
"POST","/",256,0,2500,3090,166,10973,2524,0.45,0.00,2500,3900,4700,5200,6600,8000,8800,9400,11000,11000,11000,11000
"GET","/analysis.html",32,0,1100,1243,46,4153,52059,0.06,0.00,1100,1500,1700,1900,2500,2900,4200,4200,4200,4200,4200,4200
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",1,0,18880,18880,18880,18880,6914762,0.00,0.00,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,0,422178,422178,422178,422178,658134,0.00,0.00,422000,422000,422000,422000,422000,422000,422000,422000,422000,422000,422000,422000
"GET","/compare.html",49,0,910,1285,53,6058,108023,0.09,0.00,910,1500,1900,2100,2700,2900,6100,6100,6100,6100,6100,6100
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",2,0,279196,320548,279196,361900,2422313,0.00,0.00,362000,362000,362000,362000,362000,362000,362000,362000,362000,362000,362000,362000
"GET","/measure.html",89,0,900,1363,25,4806,46273,0.16,0.00,900,1400,2100,2500,3700,4200,4500,4800,4800,4800,4800,4800
"POST","/measureResults.html",35,0,107000,136221,3583,392492,696355,0.06,0.00,107000,142000,222000,261000,318000,328000,392000,392000,392000,392000,392000,392000
"GET","/movers.html",70,0,800,980,51,4638,3745,0.12,0.00,820,1100,1400,1400,2500,3100,3700,4600,4600,4600,4600,4600
"POST","/moversResult.html",14,0,58000,158105,18452,475347,16035,0.02,0.00,68000,237000,277000,296000,381000,475000,475000,475000,475000,475000,475000,475000
"GET","/prediction.html",33,0,1200,1579,75,5604,40373,0.06,0.00,1200,1700,2100,3400,4000,5300,5600,5600,5600,5600,5600,5600
"None","Aggregated",838,0,1500,11541,13,475347,61003,1.48,0.00,1500,2500,3600,4200,6500,38000,222000,296000,475000,475000,475000,475000
