"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",32,0,12,18,2,61,3079,0.05,0.00,12,20,25,29,52,52,61,61,61,61,61,61
"POST","/",32,0,230,278,161,762,2524,0.05,0.00,230,320,370,380,420,480,760,760,760,760,760,760
"GET","/analysis.html",1,0,15,15,15,15,52059,0.00,0.00,15,15,15,15,15,15,15,15,15,15,15,15
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",1,0,5274,5274,5274,5274,3512018,0.00,0.00,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300
"GET","/compare.html",6,0,33,118,19,527,108023,0.01,0.00,46,46,53,53,530,530,530,530,530,530,530,530
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",2,0,12211,76552,12211,140894,13911284,0.00,0.00,141000,141000,141000,141000,141000,141000,141000,141000,141000,141000,141000,141000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",2,0,46000,94397,45859,142936,14042800,0.00,0.00,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",2,0,143159,143506,143159,143852,2422313,0.00,0.00,144000,144000,144000,144000,144000,144000,144000,144000,144000,144000,144000,144000
"GET","/measure.html",19,0,29,37,11,74,46273,0.03,0.00,29,56,58,59,61,74,74,74,74,74,74,74
"POST","/measureResults.html",19,0,105000,72485,2298,123876,2553323,0.03,0.00,105000,118000,119000,119000,123000,124000,124000,124000,124000,124000,124000,124000
"GET","/movers.html",12,0,47,48,8,79,3745,0.02,0.00,48,51,71,71,71,79,79,79,79,79,79,79
"POST","/moversResult.html",12,0,80000,70142,15142,81184,16041,0.02,0.00,80000,80000,81000,81000,81000,81000,81000,81000,81000,81000,81000,81000
"GET","/prediction.html",8,0,21,30,8,68,40373,0.01,0.00,22,34,54,54,68,68,68,68,68,68,68,68
"POST","/predictionResult.html",8,0,164000,125663,6120,167131,334098,0.01,0.00,165000,166000,166000,166000,167000,167000,167000,167000,167000,167000,167000,167000
"None","Aggregated",156,0,160,24808,2,167131,754934,0.26,0.00,160,380,6100,71000,119000,143000,165000,166000,167000,167000,167000,167000
