"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",32,0,180,183,8,494,3079,0.05,0.00,180,220,310,320,350,440,490,490,490,490,490,490
"POST","/",32,0,570,639,167,1297,2524,0.05,0.00,580,710,860,870,1100,1300,1300,1300,1300,1300,1300,1300
"GET","/analysis.html",9,0,86,115,12,489,52059,0.02,0.00,86,97,100,140,490,490,490,490,490,490,490,490
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",6,0,117000,122180,89259,154054,6914762,0.01,0.00,118000,118000,152000,152000,154000,154000,154000,154000,154000,154000,154000,154000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",2,0,3700,4048,3669,4428,3512018,0.00,0.00,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,0,65156,65156,65156,65156,658134,0.00,0.00,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
"GET","/compare.html",9,0,61,189,23,707,108023,0.02,0.00,61,62,260,500,710,710,710,710,710,710,710,710
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",4,0,5400,15772,5334,28105,13911284,0.01,0.00,24000,24000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",5,0,161000,160930,154649,171205,14042800,0.01,0.00,161000,163000,163000,171000,171000,171000,171000,171000,171000,171000,171000,171000
"GET","/measure.html",12,0,140,228,16,969,46273,0.02,0.00,150,200,350,350,410,970,970,970,970,970,970,970
"POST","/measureResults.html",12,0,87000,87971,3154,158016,2324494,0.02,0.00,121000,124000,155000,155000,157000,158000,158000,158000,158000,158000,158000,158000
"GET","/movers.html",10,0,50,69,8,159,3745,0.02,0.00,51,91,95,140,160,160,160,160,160,160,160,160
"POST","/moversResult.html",10,0,47000,56535,30770,102476,16046,0.02,0.00,48000,49000,67000,100000,102000,102000,102000,102000,102000,102000,102000,102000
"GET","/prediction.html",10,0,58,75,12,139,40373,0.02,0.00,61,120,130,140,140,140,140,140,140,140,140,140
"POST","/predictionResult.html",10,0,199000,180533,7439,209180,326252,0.02,0.00,201000,203000,204000,206000,209000,209000,209000,209000,209000,209000,209000,209000
"None","Aggregated",164,0,370,31302,8,209180,1274166,0.28,0.00,380,1000,24000,49000,155000,185000,203000,206000,209000,209000,209000,209000
