"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",16,0,130,147,12,366,3079,0.03,0.00,150,160,210,210,340,370,370,370,370,370,370,370
"POST","/",16,0,440,481,162,1130,2524,0.03,0.00,490,520,620,620,770,1100,1100,1100,1100,1100,1100,1100
"GET","/analysis.html",2,0,59,80,59,101,52059,0.00,0.00,100,100,100,100,100,100,100,100,100,100,100,100
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",1,0,58546,58546,58546,58546,6914762,0.00,0.00,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",1,0,3187,3187,3187,3187,3512018,0.00,0.00,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
"GET","/compare.html",4,0,33,41,23,62,108023,0.01,0.00,43,43,62,62,62,62,62,62,62,62,62,62
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",1,0,73742,73742,73742,73742,13911284,0.00,0.00,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",3,0,74000,53019,8895,75784,14042800,0.01,0.00,74000,74000,76000,76000,76000,76000,76000,76000,76000,76000,76000,76000
"GET","/measure.html",14,0,59,73,12,278,46273,0.02,0.00,59,87,100,110,120,280,280,280,280,280,280,280
"POST","/measureResults.html",14,0,3600,27748,2385,59170,2245115,0.02,0.00,43000,52000,56000,56000,58000,59000,59000,59000,59000,59000,59000,59000
"GET","/movers.html",6,0,53,74,8,111,3745,0.01,0.00,110,110,110,110,110,110,110,110,110,110,110,110
"POST","/moversResult.html",6,0,25000,33141,18070,48235,16031,0.01,0.00,44000,44000,45000,45000,48000,48000,48000,48000,48000,48000,48000,48000
"GET","/prediction.html",5,0,20,47,12,134,40373,0.01,0.00,20,57,57,130,130,130,130,130,130,130,130,130
"POST","/predictionResult.html",5,0,6700,34702,6423,83554,334917,0.01,0.00,6700,70000,70000,84000,84000,84000,84000,84000,84000,84000,84000,84000
"None","Aggregated",94,0,270,11356,8,83554,1076243,0.16,0.00,280,1100,3600,18000,56000,70000,76000,84000,84000,84000,84000,84000
